HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
3019,Animalia,Chordata,Reptilia,Squamata,Colubridae,Rhamphiophis,oxyrhynchus,Rufous beaked snake,,,,,,,,,,,,13.3,485,captivity,small,acceptable,,,,,,485
3020,Animalia,Chordata,Reptilia,Squamata,Colubridae,Rhinocheilus,lecontei,Western long-nosed snake,,,,,,,,,,,,19.8,485,captivity,small,acceptable,,,,,,485
3021,Animalia,Chordata,Reptilia,Squamata,Colubridae,Salvadora,hexalepis,Western patch-nosed snake,,,,,,,,,,,,14.3,485,captivity,small,acceptable,,,,,,485
3022,Animalia,Chordata,Reptilia,Squamata,Colubridae,Senticolis,triaspis,Green rat snake,,,,,,,,,,,,19.8,451,captivity,small,acceptable,,,,,,451
3023,Animalia,Chordata,Reptilia,Squamata,Colubridae,Spalerosophis,diadema,Diademed snake,547.0,547.0,,,,,,,,,,17.0,485,captivity,small,acceptable,,,,,,"485,759"
3024,Animalia,Chordata,Reptilia,Squamata,Colubridae,Spilotes,pullatus,Tropical rat snake,,,,,,,,,,,,17.5,451,captivity,medium,acceptable,,,,,,451
3025,Animalia,Chordata,Reptilia,Squamata,Colubridae,Storeria,dekayi,Brown snake,730.0,730.0,,,,,,,,,,7.0,451,captivity,tiny,acceptable,,,,,,"451,528"
3026,Animalia,Chordata,Reptilia,Squamata,Colubridae,Storeria,occipitomaculata,Redbelly snake,730.0,730.0,,,,,,,,,,4.6,451,captivity,tiny,questionable,,,,,,"451,468"
3027,Animalia,Chordata,Reptilia,Squamata,Colubridae,Telescopus,semiannulatus,Eastern tiger snake,,,,,,,,,,,,7.6,485,captivity,tiny,acceptable,,,,,,485
3028,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,butleri,Butler's garter snake,730.0,,,,12.0,,,,,,,14.0,451,captivity,tiny,acceptable,,,,,,"451,468"
3029,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,couchii,Western aquatic garter snake,,,,,,,,,,,,7.7,485,captivity,small,acceptable,,,,,,485
3030,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,cyrtopsis,Eastern blackneck garter snake,,,,,,,,,,,,10.8,485,captivity,tiny,acceptable,,,,,,485
3031,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,elegans,Western terrestrial garter snake,,,,,,,,,,,,17.8,451,captivity,tiny,acceptable,,,,,,"451,766,883,918,950,1201"
3032,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,marcianus,Checkered garter snake,547.0,547.0,,,,,,,,,,7.0,759,unknown,medium,acceptable,,,,,,759
3033,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,ordinoides,Northwestern garter snake,,,,,,,,,,,,15.8,485,captivity,tiny,acceptable,,,,,,485
3034,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,radix,Plains garter snake,,,,,,,,,,,,8.4,451,captivity,medium,acceptable,,,,,,451
3035,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sauritus,Eastern ribbon snake,730.0,730.0,,,14.0,,,,,,,10.6,451,captivity,small,acceptable,,,,,,"19,451,468"
3036,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,Common garter snake,730.0,730.0,100.0,,,,,,,150.0,,14.0,485,captivity,medium,acceptable,,,,,,"176,289,448,468,485,1273"
3037,Animalia,Chordata,Reptilia,Squamata,Colubridae,Trimorphodon,biscutatus,Western lyresnake,,,,,,,,,,,,11.8,485,captivity,small,acceptable,,,,,,485
3038,Animalia,Chordata,Reptilia,Squamata,Colubridae,Uromacer,oxyrhynchus,Pointed snake,,,,,,,,,,,,18.9,485,captivity,small,acceptable,,,,,,485
3039,Animalia,Chordata,Reptilia,Squamata,Colubridae,Virginia,striatula,Rough earth snake,730.0,547.0,,,,,,,,,,7.2,451,captivity,small,acceptable,,,,,,"451,528"
3040,Animalia,Chordata,Reptilia,Squamata,Colubridae,Virginia,valeriae,Smooth earth snake,,,,,,,,,,,,9.5,451,captivity,small,acceptable,,,,,,451
3041,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,cataphractus,Armadillo girdled lizard,,,,,,,,,,,,20.2,451,captivity,small,acceptable,,,,,,451
3042,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,cordylus,Rough-scaled girdled lizard,,,,,,,,,,,,15.6,451,captivity,small,acceptable,,,,,,451
3043,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,giganteus,Giant spinytail lizard,,,,,,,,,,,,24.9,451,captivity,small,acceptable,,,,,,451
3044,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,warreni,Warren's spinytail lizard,,,,,,,,,,,,19.8,451,captivity,medium,acceptable,,,,,,451
3045,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Gerrhosaurus,major,Rough-scaled plated lizard,,,,,,,,,,,,24.0,485,captivity,medium,acceptable,,,,,,485
3046,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Gerrhosaurus,validus,Giant plated lizard,,,,,,,,,,,,17.2,451,captivity,medium,acceptable,,,,,,451
3047,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,guttatus,Lesser flat lizard,,,,,,,,,,,,15.6,451,captivity,tiny,acceptable,,,,,,451
3048,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,imperator,Emperor flat lizard,,,,,,,,,,,,14.0,451,captivity,tiny,acceptable,,,,,,451
3049,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,plumifrons,Green basilisk,,,,,,,,,,,,13.0,485,captivity,large,acceptable,,,,,,485
3050,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,vittatus,Brown basilisk,,,,,,,,,,,,9.1,485,captivity,medium,acceptable,,,,,,485
3051,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Corytophanes,cristatus,Smooth helmeted iguana,,,,,,,,,,,,7.1,451,captivity,small,acceptable,,,,,,451
3052,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Laemanctus,longipes,Eastern casquehead iguana,,,,,,,,,,,,15.4,451,captivity,small,acceptable,,,,,,451
3053,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,bimaculatus,Panther anole,,,,,,,,,,,,7.0,451,captivity,tiny,acceptable,,,,,,451
3054,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,carolinensis,Green anole,,,,,,,,,,,,7.2,451,captivity,medium,acceptable,,,,,,451
3055,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,cuvieri,Puerto Rican giant anole,,,,,,,,,,,,9.2,451,captivity,small,acceptable,,,,,,451
3056,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,equestris,Knight anole,,,,,,,,,,,,16.5,485,captivity,medium,acceptable,,,,,,485
3057,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,roquet,Anole,,,,,,,,,,,,6.7,451,captivity,medium,acceptable,,,,,,451
3058,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Hoplodactylus,duvaucelii,Giant gecko,,,,,,,,,,,,25.0,451,captivity,small,acceptable,,,,,,"451,581"
3059,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,elegans,Auckland green gecko,,,,,,,,,,,,20.0,451,captivity,small,acceptable,,,,,,451
3060,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,gemmeus,Jewelled gecko,,,,,,,,,,,,16.0,451,captivity,small,acceptable,,,,,,451
3061,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,grayii,Northland green gecko,,,,,,,,,,,,16.0,451,captivity,small,acceptable,,,,,,451
3062,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,rudis,Rough scale gecko,,,,,,,,,,,,13.0,451,captivity,tiny,acceptable,,,,,,451
3063,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Oedura,marmorata,Marbled velvet gecko,,,,,,,,,,,,21.2,485,captivity,small,acceptable,,,,,,485
3064,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Rhacodactylus,leachianus,New Caledonia giant gecko,,,,,,,,,,,,8.5,451,captivity,medium,acceptable,,,,,,451
3065,Animalia,Chordata,Reptilia,Squamata,Elapidae,Acanthophis,antarcticus,Common death adder,,,,,,,,,,,,9.3,451,captivity,tiny,acceptable,,,,,,451
3066,Animalia,Chordata,Reptilia,Squamata,Elapidae,Aspidelaps,lubricus,Coral snake,,,,,,,,,,,,9.0,451,captivity,small,acceptable,,,,,,451
3067,Animalia,Chordata,Reptilia,Squamata,Elapidae,Aspidelaps,scutatus,Shieldnose cobra,,,,,,,,,,,,13.5,485,captivity,small,acceptable,,,,,,485
3068,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,caeruleus,Indian krait,,,,,,,,,,,,17.4,485,captivity,tiny,acceptable,,,,,,485
3069,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,fasciatus,Red-headed krait,,,,,,,,,,,,13.2,485,captivity,tiny,acceptable,,,,,,485
3070,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,multicinctus,Many-banded krait,,,,,,,,,,,,13.7,485,captivity,small,acceptable,,,,,,485
3071,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,angusticeps,Common mamba,,,,,,,,,,,,18.8,451,captivity,medium,acceptable,,,,,,451
3072,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,jamesoni,Jameson's mamba,,,,,,,,,,,,13.1,485,captivity,small,acceptable,,,,,,485
3073,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,polylepis,Black mamba,,,,,,,,,,,,26.2,451,captivity,small,acceptable,,,,,,451
3074,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,viridis,Green mamba,,,,,,,,,,,,18.7,485,captivity,medium,acceptable,,,,,,485
3075,Animalia,Chordata,Reptilia,Squamata,Elapidae,Elapsoidea,sundevallii,Sundevall's garter sanke,,,,,,,,,,,,11.6,485,captivity,small,acceptable,,,,,,485
3076,Animalia,Chordata,Reptilia,Squamata,Elapidae,Hemachatus,haemachatus,Ringneck spitting cobra,,,,,,,,,,,,13.0,451,captivity,small,acceptable,,,,,,451
3077,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micruroides,euryxanthus,Western coral snake,,,,,,,,,,,,17.6,451,captivity,small,acceptable,,,,,,451
3078,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micrurus,fulvius,Eastern coral snake,,,,,,,,,,,,19.0,451,captivity,small,acceptable,,,,,,451
3079,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,atra,Indian/golden spitting cobra,,,,,,,,,,,,11.7,485,captivity,small,acceptable,,,,,,485
3080,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,haje,Egyptian cobra,,,,,,,,,,,,22.1,451,captivity,medium,acceptable,,,,,,451
3081,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,kaouthia,Indian/monocled cobra,,,,,,,,,,,,25.4,485,captivity,small,acceptable,,,,,,485
3082,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,melanoleuca,Black and white-lipped cobra,,,,,,,,,,,,29.1,485,captivity,small,acceptable,,,,,,485
3083,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,mossambica,Mozambique spitting cobra,,,,,,,,,,,,16.7,451,captivity,small,acceptable,,,,,,451
3084,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,naja,Indian cobra,,,,,,,,,,,,32.3,451,captivity,medium,acceptable,,,,,,451
3085,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,nigricollis,Blackneck spitting cobra,,,,,,,,,,,,23.2,451,captivity,small,acceptable,,,,,,451
3086,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,nivea,Cape cobra,,,,,,,,,,,,26.0,485,captivity,small,acceptable,,,,,,485
3087,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,pallida,Red spitting cobra,,,,,,,,,,,,20.2,485,captivity,medium,acceptable,,,,,,485
3088,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,samarensis,Indian/southeastern philippine cobra,,,,,,,,,,,,11.4,485,captivity,small,acceptable,,,,,,485
3089,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,sputatrix,Indian/Indochinese spitting cobra,,,,,,,,,,,,13.5,485,captivity,small,acceptable,,,,,,485
3090,Animalia,Chordata,Reptilia,Squamata,Elapidae,Notechis,scutatus,Mainland tigersnake,,,,,,,,,,,,14.1,485,captivity,small,acceptable,,,,,,485
3091,Animalia,Chordata,Reptilia,Squamata,Elapidae,Ophiophagus,hannah,King cobra,,,,,,,,,,,,22.5,485,captivity,tiny,acceptable,,,,,,485
3092,Animalia,Chordata,Reptilia,Squamata,Elapidae,Oxyuranus,scutellatus,Taipan,,,,,,,,,,,,15.6,451,captivity,small,acceptable,,,,,,451
3093,Animalia,Chordata,Reptilia,Squamata,Elapidae,Pseudechis,australis,King grown/brown snake,,,,,,,,,,,,11.1,485,captivity,small,acceptable,,,,,,485
3094,Animalia,Chordata,Reptilia,Squamata,Elapidae,Pseudechis,porphyriacus,Australian purplish death adder,,,,,,,,,,,,11.6,485,captivity,medium,acceptable,,,,,,485
3095,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,colubrinus,Kenya sand-boa,,,,,,,,,,,,20.7,451,captivity,small,acceptable,,,,,,451
3096,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,conicus,Rough-scaled sand-boa,,,,,,,,,,,,28.2,485,captivity,small,acceptable,,,,,,485
3097,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,jaculus,Caucasian sand-boa,,,,,,,,,,,,24.7,485,captivity,tiny,acceptable,,,,,,485
3098,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,johnii,John's Indian sand-boa,,,,,,,,,,,,24.4,485,captivity,small,acceptable,,,,,,485
3099,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,tataricus,Tartar sand-boa,,,,,,,,,,,,24.0,451,captivity,small,acceptable,,,,,,451
3100,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Coleonyx,elegans,Mexican banded gecko,,,,,,,,,,,,11.0,451,captivity,tiny,questionable,,,,,,451
3101,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Coleonyx,variegatus,Western banded gecko,,,,,,,,,,,,15.2,485,captivity,small,acceptable,,,,,,485
3102,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Eublepharis,macularius,Leopard gecko,400.0,400.0,55.0,,2.0,,,,,,,28.5,451,captivity,large,acceptable,,,,,,"448,451"
3103,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Hemitheconyx,caudicinctus,African fat-tailed gecko,,,,,,,,,,,,16.2,451,captivity,medium,acceptable,,,,,,451
3104,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Chondrodactylus,angulifer,Namib sand gecko,,,,,,,,,,,,10.8,451,captivity,small,acceptable,,,,,,451
3105,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Chondrodactylus,bibronii,Bibron's gecko,,,,,,,,,,,,6.1,451,captivity,small,acceptable,,,,,,451
3106,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Christinus,marmoratus,Marbled gecko,,,,,,,,,,,,12.8,451,captivity,small,acceptable,,,,,,451
3107,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Dactylocnemis,pacificus,Pacific sticky-toed gecko,,,,,,,,,,,,13.0,451,captivity,small,questionable,,,,,,451
3108,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gehyra,oceanica,Oceanic dtella,,,,,,,,,,,,10.5,485,captivity,small,acceptable,,,,,,485
3109,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gekko,gecko,Tokay gecko,,,,,,,,,,,,23.5,485,captivity,large,acceptable,,,,,,485
3110,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,frenatus,Common house gecko,365.0,365.0,58.0,,2.0,,,,,,,,,unknown,medium,low,,,,,,
3111,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,turcicus,Mediterranean house gecko,,,,,,,,,,,,8.4,451,captivity,small,acceptable,,,,,,451
3112,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Heteronotia,binoei,Prickly gecko,,,,,,,,,,,,13.6,451,captivity,small,acceptable,,,,,,451
3113,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Mokopirirakau,granulatus,Forest gecko,,,,,,,,,,,,21.0,451,captivity,medium,acceptable,,,,,,451
3114,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,astriata,Seychelles small day gecko,,,,,,,,,,,,7.4,451,captivity,small,acceptable,,,,,,451
3115,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,cepediana,Blue-tailed day gecko,,,,,,,,,,,,9.3,451,captivity,small,acceptable,,,,,,451
3116,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,guentheri,Round island day gecko,,,,,,,,,,,,17.8,451,captivity,tiny,acceptable,,,,,,451
3117,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,guimbeaui,Orange-spotted day gecko,,,,,,,,,,,,7.1,451,captivity,small,acceptable,,,,,,451
3118,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,laticauda,Broad-tailed day gecko,,,,,,,,,,,,8.7,485,captivity,medium,acceptable,,,,,,485
3119,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,lineata,Striped day gecko,,,,,,,,,,,,10.0,451,captivity,small,acceptable,,,,,,"451,457"
3120,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,madagascariensis,Madagascar day gecko,,,,,,,,,,,,13.6,451,captivity,large,acceptable,,,,,,451
3121,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,standingi,Standing's day gecko,,,,,,,,,,,,9.6,451,captivity,medium,acceptable,,,,,,451
3122,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,sundbergi,Seychelles giant day gecko,,,,,,,,,,,,15.9,451,captivity,small,acceptable,,,,,,451
3123,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Woodworthia,maculatus,Gray gecko,,,,,,,,,,,,37.0,451,captivity,medium,acceptable,,,,,,"451,581"
3124,Animalia,Chordata,Reptilia,Squamata,Helodermatidae,Heloderma,horridum,Beaded lizard,,,,,,,,,,,,34.4,451,captivity,medium,acceptable,,,,,,451
3125,Animalia,Chordata,Reptilia,Squamata,Helodermatidae,Heloderma,suspectum,Gila monster,,,,,,,,,,,,28.9,451,captivity,large,acceptable,,,,,,451
3126,Animalia,Chordata,Reptilia,Squamata,Homalopsidae,Erpeton,tentaculatum,East Indian tentacled snake,,,,,,,,,,,,13.6,451,captivity,medium,acceptable,,,,,,451
3127,Animalia,Chordata,Reptilia,Squamata,Homalopsidae,Myrrophis,chinensis,Chinese water snake,,,,,,,,,,,,4.2,485,captivity,small,acceptable,,,,,,485
3128,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Amblyrhynchus,cristatus,Marine iguana,,,,,,,,,,,,6.4,485,captivity,small,acceptable,,,,,,485
3129,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Brachylophus,fasciatus,Fiji banded iguana,,,,,,,,,,,,5.9,451,captivity,medium,acceptable,,,,,,451
3130,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Conolophus,pallidus,Santa Fe land iguana,,,,,,,,,,,,17.1,485,captivity,small,acceptable,,,,,,485
3131,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Conolophus,subcristatus,Galapagos land iguana,,,,,,,,,,,,,,unknown,small,low,,,,,,1
3132,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,bakeri,Baker's spinytail iguana,,,,,,,,,,,,13.8,451,captivity,medium,acceptable,,,,,,451
3133,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,hemilopha,Cape spinytail iguana,,,,,,,,,,,,9.6,485,captivity,small,acceptable,,,,,,485
3134,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,palearis,Honduran dwarf spiny-tailed iguana,,,,,,,,,,,,10.2,451,captivity,tiny,acceptable,,,,,,451
3135,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,pectinata,Western spiny-tailed iguana,,,,,,,,,,,,8.2,485,captivity,small,acceptable,,,,,,485
3136,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,similis,Black iguana,,,,,,,,,,,,22.4,451,captivity,small,acceptable,,,,,,451
3137,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,cornuta,Rhinoceros iguana,,,,,,,,,,,,22.9,451,captivity,medium,acceptable,,,,,,451
3138,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,cychlura,Andros island iguana,,,,,,,,,,,,23.4,485,captivity,small,acceptable,,,,,,485
3139,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,nubila,Cayman rock iguana,,,,,,,,,,,,47.6,451,captivity,medium,acceptable,,,,,,451
3140,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,rileyi,White cay ground iguana,,,,,,,,,,,,,,unknown,tiny,low,,,,,,451
3141,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Dipsosaurus,dorsalis,Desert iguana,,,,,,,,,,69.5,,14.6,485,captivity,medium,acceptable,,,0.0441,69.5,305.5,"37,485"
3142,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,iguana,Common green iguana,1640.0,1640.0,,,,,,,,,,19.8,451,captivity,large,acceptable,,,,,,"379,451,527"
3143,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,ater,Northern chuckwalla,,,,,,,,,,,,9.3,451,captivity,small,acceptable,,,,,,451
3144,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,hispidus,Spiny chuckwalla,,,,,,,,,,,,17.2,451,captivity,small,acceptable,,,,,,451
3145,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,varius,Piebald chuckwalla,,,,,,,,,,,,11.3,451,captivity,medium,acceptable,,,,,,451
3146,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,magister,Desert spiny lizard,,,,,,,,,,,,5.9,451,captivity,medium,acceptable,,,,,,451
3147,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,poinsettii,Crevice spiny lizard,,,,,,,,,,,,8.0,451,captivity,small,acceptable,,,,,,451
3148,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,serrifer,Blue spiny lizard,,,,,,,,,,,,6.7,451,captivity,large,acceptable,,,,,,451
3149,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,undulatus,Fence lizard,1095.0,1095.0,,,,,,,,,,,,unknown,small,low,,,,,,"19,528,641"
3150,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Gallotia,galloti,Gallot's Canary Island lizard,,,,,,,,,,,,5.6,582,captivity,small,acceptable,,,,,,582
3151,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Gallotia,simonyi,Simony's Canary Island lizard,,,,,,,,,,,,5.4,582,captivity,small,acceptable,,,,,,582
3152,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Lacerta,viridis,European green lizard,,,,,,,,,,21.5,,10.0,527,unknown,medium,acceptable,,,0.00337,15.7,293.83,"37,527"
3153,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Lacerta,vivipara,Viviparous lizard,730.0,365.0,,,,,,,,,,11.0,1075,wild,large,acceptable,,,,,,"1075,1076,1143,1150"
3154,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,muralis,Common wall lizard,,,,,,,,,,,,10.0,527,unknown,medium,acceptable,,,,,,527
3155,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Teira,dugesii,Madeira wall lizard,,,,,,,,,,,,4.8,582,captivity,small,acceptable,,,,,,582
3156,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Timon,lepidus,Jeweled lizard,912.0,912.0,,,,,,,,,,17.0,527,unknown,medium,acceptable,,,,,,527
3157,Animalia,Chordata,Reptilia,Squamata,Leiocephalidae,Leiocephalus,carinatus,Northern curly-tailed lizard,,,,,,,,,,,,10.8,485,captivity,small,acceptable,,,,,,485
3158,Animalia,Chordata,Reptilia,Squamata,Loxocemidae,Loxocemus,bicolor,Mexican burrowing python,,,,,,,,,,,,32.8,485,captivity,medium,acceptable,,,,,,485
3159,Animalia,Chordata,Reptilia,Squamata,Opluridae,Oplurus,cuvieri,Cuvier's Madagascar swift,,,,,,,,,,,,21.2,"Rob Coke, pers. comm.",captivity,small,acceptable,,,,,,
3160,Animalia,Chordata,Reptilia,Squamata,Opluridae,Oplurus,cyclurus,Merrem's Madagascar swift,,,,,,,,,,,,9.3,485,captivity,small,acceptable,,,,,,485
3161,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uma,notata,Colorado desert fringe-toed lizard,,,,,,,,,,,,8.1,451,captivity,small,acceptable,,,,,,451
3162,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Ptyodactylus,hasselquistii,Fan-footed gecko,,,,,,,,,,,,10.9,451,captivity,small,acceptable,,,,,,451
3163,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola,annularis,Ringed wall gecko,,,,,,,,,,,,11.8,451,captivity,medium,acceptable,,,,,,451
3164,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola,mauritanica,Common wall gecko,,,,,,,,,,,,14.0,451,captivity,medium,acceptable,,,,,,451
