HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
1091,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,ruber,American flamingo,,,,,,,,,,3065.8,,,,unknown,medium,low,,,,,,"427,820,1143"
1092,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,auratus,Northern flicker,365.0,365.0,11.0,,4.0,1.0,,5.48,,120.0,,12.5,579,wild,small,acceptable,,,,,,"444,445,579"
1093,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,leucotos,White-backed woodpecker,,,,,,,,,,117.0,0.32299999999999995,15.9,450,wild,medium,acceptable,,,,,,"450,732,820"
1094,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,major,Great spotted woodpecker,365.0,365.0,,,,,,,,75.1,0.402,12.7,450,wild,medium,acceptable,,,,,,"450,729,732,820"
1095,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,medius,Middle spotted woodpecker,365.0,365.0,,,,,,,,59.0,,8.0,729,wild,medium,acceptable,,,,,,"729,820"
1096,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,minor,Lesser spotted woodpecker,365.0,365.0,,,,,,,,19.8,,9.8,450,wild,medium,acceptable,,,,,,"450,729,820"
1097,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,syriacus,Syrian woodpecker,,,,,,,,,,76.8,,10.9,0450,wild,medium,acceptable,,,,,,"450,820"
1098,Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus,martius,Black woodpecker,365.0,365.0,,,,,,,,321.0,0.308,14.0,450,wild,medium,acceptable,,,,,,"450,729,732,820"
1099,Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus,pileatus,Pileated woodpecker,354.0,365.0,18.0,,4.0,1.0,,,,364.0,0.276,13.0,427,wild,tiny,acceptable,,,,,,"427,444,445,732"
1100,Animalia,Chordata,Aves,Piciformes,Picidae,Jynx,torquilla,Eurasian wryneck,365.0,365.0,,,,,,,,35.0,0.373,10.0,729,wild,medium,acceptable,,,,,,"729,732,820"
1101,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,aurifrons,Golden-fronted woodpecker,365.0,365.0,13.0,,4.5,2.0,,,,81.63,,,,unknown,small,low,,,,,,"444,445,579"
1102,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,carolinus,Red-bellied woodpecker,365.0,365.0,12.0,,4.0,2.0,,8.0,,72.5,,20.7,,unknown,medium,acceptable,,,,,,"444,445"
1103,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,erythrocephalus,Red-headed woodpecker,365.0,365.0,14.0,,5.0,2.0,,,,75.0,,10.0,,unknown,medium,acceptable,,,,,,"444,445"
1104,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,formicivorus,Acorn woodpecker,694.0,766.0,14.0,,4.0,2.0,,4.7,,79.7,,17.2,427,wild,medium,acceptable,,,0.737,73.0,,"427,435,444,445,820"
1105,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,uropygialis,Gila woodpecker,,,14.0,,4.0,2.0,,,,65.0,,11.0,427,wild,medium,acceptable,,,,,,"427,444,445"
1106,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,borealis,Red-cockaded woodpecker,240.0,240.0,11.0,,3.0,1.0,,3.2,,56.0,,16.1,427,wild,medium,acceptable,,,,,,"427,437,444,445"
1107,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,nuttallii,Nuttall's woodpecker,,,,,,,,,,37.4,,7.8,0427,wild,medium,acceptable,,,,,,"427,820"
1108,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,pubescens,Downy woodpecker,365.0,365.0,12.0,,5.0,1.0,,1.67,,25.6,,11.9,427,wild,medium,acceptable,,,0.38299999999999995,21.7,,"427,435,444,445,820"
1109,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,scalaris,Ladder-backed woodpecker,365.0,365.0,13.0,,4.0,1.0,,,,30.3,,,,unknown,small,low,,,,,,"444,445,579"
1110,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,tridactylus,Eurasian three-toed woodpecker and three-toed woodpecker,,,,,,,,,,65.7,,11.2,450,wild,medium,acceptable,,,,,,"450,820"
1111,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,villosus,Hairy woodpecker,365.0,365.0,14.0,,4.0,1.0,,,,62.0,,15.9,427,wild,medium,acceptable,,,,,,"427,444,445"
1112,Animalia,Chordata,Aves,Piciformes,Picidae,Picus,canus,Grey-faced woodpecker and grey-headed woodpecker,,,,,,,,,,137.0,0.364,,,unknown,small,low,,,,,,"450,732,820"
1113,Animalia,Chordata,Aves,Piciformes,Picidae,Picus,viridis,Eurasian green woodpecker,365.0,365.0,,,,,,,,176.0,,15.2,450,wild,medium,acceptable,,,,,,"450,729,820"
1114,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,nuchalis,Red-naped sapsucker,,,,,,,,,,48.5,,4.9,0427,wild,medium,acceptable,,,,,,"427,820"
1115,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,ruber,Red-breasted sapsucker,,,,,,,,,,55.0,,4.8,0427,wild,medium,acceptable,,,,,,"427,820"
1116,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,varius,Yellow-bellied sapsucker,365.0,365.0,12.0,,5.0,1.0,,2.5,,45.0,,7.8,427,wild,medium,acceptable,,,,,,"427,444,445"
1117,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,toco,Toco toucan,,,16.0,,,,,,,540.0,,16.2,986,captivity,medium,acceptable,,,,,,986
1118,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Aechmophorus,occidentalis,Western grebe,365.0,365.0,23.0,,3.0,,,30.7,,1475.5,,14.0,1,wild,small,acceptable,,,,,,"1,444,445,977"
1119,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,auritus,Horned grebe,365.0,365.0,24.0,,6.0,1.0,,17.0,,485.0,,,,unknown,small,low,,,,,,"444,445,450,972"
1120,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,cristatus,Great crested grebe,730.0,730.0,,,,,,,,738.7,,19.2,450,wild,medium,acceptable,,,,,,"450,729,820"
1121,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,grisegena,Red-necked grebe,365.0,365.0,22.0,,4.5,1.0,,,,1100.0,,11.0,427,wild,small,questionable,,,,,,"427,444,445"
1122,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,nigricollis,Eared grebe,730.0,730.0,21.0,,3.0,,,,,392.0,,13.1,450,wild,small,acceptable,,,,,,"444,445,450"
1123,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Pied-billed grebe,365.0,365.0,23.0,,6.23,,,14.9,,430.0,,,,unknown,tiny,low,,,,,,445
1124,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,ruficollis,Little grebe,365.0,365.0,,,,,,,,174.0,,17.5,450,wild,medium,acceptable,,,,,,"450,729,820"
1125,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,epomophora,Royal albatross,,,,,,,,,,9000.0,0.026000000000000002,58.0,1,wild,medium,acceptable,,,,,,"1,436,732,820,952"
1126,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,exulans,Wandering albatross,,,,,,,,,,7046.7,0.031,50.0,952,wild,medium,acceptable,,,20.3649,8130.0,,"435,732,820,952,1143,1160"
1127,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,albatrus,Short-tailed albatross,,,,,,,,,,4411.0,,,,unknown,small,low,,,,,,"427,820"
1128,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,immutabilis,Laysan albatross,3141.0,3068.0,64.0,,1.0,1.0,,167.2,,3150.0,,65.0,718,wild,large,acceptable,,,7.462000000000001,2522.0,,"435,445,718,820"
1129,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,irrorata,Waved albatross,,,,,,,,,,3395.0,,40.0,1,wild,medium,acceptable,,,,,,"1,820"
1130,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,nigripes,Black-footed albatross,1825.0,1825.0,65.0,,1.0,1.0,,182.5,,2800.0,,42.1,427,wild,large,acceptable,,,,,,"427,445,977"
1131,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,chlororhynchos,Yellow-nosed albatross,,,,,,,,,,3890.0,0.081,37.0,1,wild,medium,acceptable,,,,,,"1,732,972"
1132,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,chrysostoma,Grey-headed albatross,,,,,,,,,,3753.0,0.068,47.2,427,wild,medium,acceptable,,,8.5312,3753.0,,"427,435,732,1143"
1133,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,melanophris,Black-browed albatross,,,,,,,,,,3232.0,0.068,43.7,427,wild,medium,acceptable,,,,,,"427,732,820,1124"
1134,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,pelagicus,European storm petrel,1095.0,1095.0,35.0,,1.0,,,,,25.2,,33.8,553,wild,medium,acceptable,,,,,,"444,553,729,820"
1135,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,castro,Harcourt's storm petrel,1826.0,1826.0,42.0,,1.0,1.0,,7.5,,42.0,0.11699999999999999,36.0,972,wild,medium,acceptable,,,,,,"444,445,732,972"
1136,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,furcata,Fork-tailed storm petrel,1095.0,1095.0,52.0,,1.0,1.0,,,,45.2,0.11900000000000001,18.0,427,wild,small,questionable,,,,,,"427,444,445,732"
1137,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,homochroa,Ashy storm-petrel,,,,,,,,,,36.9,,31.0,977,wild,small,acceptable,,,,,,"820,977"
1138,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,leucorhoa,Leach's storm petrel,1826.0,1826.0,41.0,,1.0,1.0,,4.2,,44.6,0.092,36.0,1,wild,medium,acceptable,,,,,,"1,432,444,445,732,751,779,1143"
1139,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,tristrami,Sooty storm petrel,1825.0,1825.0,45.0,,,,,,,87.0,,,,unknown,small,low,,,,,,"445,576,977"
1140,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Bulweria,bulwerii,Bulwer's petrel,1461.0,1461.0,44.0,,1.0,1.0,,16.9,,99.0,,22.9,818,wild,small,acceptable,,,0.513975,87.0,,"425,445,818,820"
1141,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris,diomedea,Cory's shearwater,1095.0,1095.0,,,,,,,,535.0,,24.8,450,wild,medium,acceptable,,,,,,"450,729,820"
1142,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Daption,capense,Cape petrel,,,,,,,,,,408.6,0.17,25.0,427,wild,medium,acceptable,,,,,,"427,444,732"
1143,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,glacialis,Northern fulmar,2200.0,2200.0,55.0,,1.0,1.0,,65.0,,908.0,0.121,51.0,"Paul Thompson, pers. comm.",wild,medium,acceptable,,,,,,"2,23,444,445,732,1143"
1144,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,glacialoides,Southern fulmar,,,,,,,,,,795.0,,45.0,919,wild,medium,acceptable,,,,,,"820,919,1150"
1145,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,giganteus,Southern giant petrel,,,,,,,,,,3697.5,,47.0,1157,wild,small,acceptable,,,,,,"427,820,1157"
1146,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pagodroma,nivea,Snow petrel,,,,,,,,,,268.0,0.183,46.0,919,wild,medium,acceptable,,,,,,"732,820,919,1143"
1147,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,parkinsoni,Black petrel,,,,,,,,,,702.5,,17.0,1,wild,medium,acceptable,,,,,,"1,820"
1148,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,alba,Phoenix petrel,,,,,,,,,,259.0,,11.3,576,wild,medium,acceptable,,,,,,"576,820"
1149,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,hypoleuca,Bonin Island petrel,,,49.0,,1.0,1.0,,7.7,,168.6,0.091,30.8,427,wild,medium,acceptable,,,,,,"427,445,732"
1150,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,leucoptera,Gould's petrel,,,,,,,,,,147.5,,20.0,1,wild,medium,acceptable,,,,,,"1,820"
1151,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,phaeopygia,Darked-rump petrel,,,55.0,,1.0,1.0,,,,425.0,0.08199999999999999,,,unknown,small,low,,,,,,"445,576,732"
1152,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,sandwichensis,Hawaiian petrel,,,,,,,,,,434.0,,13.1,0427,wild,medium,acceptable,,,,,,"427,820"
1153,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,carneipes,Flesh-footed shearwater,,,,,,,,,,690.0,,30.2,972,wild,medium,acceptable,,,,,,972
1154,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,griseus,Sooty shearwater,,,,,,,,,,740.0,,34.0,952,unknown,medium,acceptable,,,,,,952
1155,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,lherminieri,Audobon's shearwater,,,51.0,,1.0,,,,,130.0,,,,unknown,small,low,,,,,,"1,444"
1156,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,mauretanicus,Balearic shearwater,,,,,,,,,,497.0,,,,unknown,small,low,,,,,,"450,820"
1157,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,nativitatis,Christmas Island shearwater,1461.0,1461.0,51.0,,1.0,1.0,,36.7,,356.0,,,,unknown,small,low,,,1.4880799999999998,307.6,,"425,427,445,576,820"
1158,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,pacificus,Wedge-tailed shearwater,1461.0,1461.0,53.0,,1.0,1.0,,39.0,,337.8,0.069,29.0,427,wild,medium,acceptable,,,,,,"427,445,732"
1159,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,puffinus,Manx shearwater,1825.0,1643.0,51.0,,1.0,1.0,,45.0,,434.0,,50.9,450,wild,medium,acceptable,,,,,,"444,445,450,729"
1160,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,tenuirostris,Short-tailed shearwater,,,53.0,,1.0,,,,,499.4,,39.9,972,wild,medium,acceptable,,,,,,"444,972,1143"
1162,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,fischeri,Fischer's lovebird,,,,,,,,,,48.3,,12.6,669,captivity,large,questionable,,,,,,"600,669,820,979"
1163,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,lilianae,Nyasa loverbird,,,,,,,,,,37.3,,19.2,669,captivity,medium,acceptable,,,,,,"669,820"
1164,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,pullarius,Red-headed lovebird,,,,,,,,,,43.0,,18.0,575,captivity,small,acceptable,,,,,,"575,669"
1165,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,roseicollis,Rosy-faced lovebird,150.0,150.0,23.0,,5.0,,,,,54.8,,,,unknown,medium,low,,,,,,"979,988,989"
1166,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,taranta,Black-winged lovebird,,,,,,,,,,57.5,,14.6,669,captivity,tiny,acceptable,,,,,,"669,820,979"
1167,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Alisterus,scapularis,Australian king parrot,,,,,,,,,,232.5,,26.6,669,captivity,medium,acceptable,,,,,,"669,820,979"
1168,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,aestiva,Blue-fronted amazon,,,,,,,,,,451.0,0.18100000000000002,49.0,669,captivity,large,acceptable,,,,,,"669,732,820"
1169,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,albifrons,White-fronted parrot,,,,,,,,,,215.0,,25.3,669,captivity,medium,acceptable,,,,,,669
1170,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,amazonica,Orange-winged amazon,,,,,,,,,,370.0,,30.0,575,captivity,medium,acceptable,,,,,,"575,669,820"
1171,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,auropalliata,Yellow-naped parrot,,,,,,,,,,,,49.0,575,captivity,medium,acceptable,,,,,,"575,979"
1172,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,autumnalis,Red-lored parrot,,,,,,,,,,416.0,,27.0,669,captivity,medium,acceptable,,,,,,"669,820"
1173,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,barbadensis,Yellow-shouldered amazon,,,,,,,,,,270.0,,,,unknown,medium,low,,,,,,"820,979"
1174,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,farinosa,Mealy parrot,,,,,,,,,,626.0,,,,unknown,medium,low,,,,,,"820,979"
1175,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,festiva,Festive amazon,,,,,,,,,,430.0,,24.5,669,captivity,medium,acceptable,,,,,,"669,820"
1176,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,finschi,Lilac-crowned parrot,,,,,,,,,,302.0,0.18600000000000003,25.8,669,captivity,medium,acceptable,,,,,,"669,732,820"
1177,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,guildingii,St. Vincent parrot,,,,,,,,,,646.0,,28.0,669,captivity,small,acceptable,,,,,,"669,820"
1178,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,leucocephala,Cuban parrot,,,,,,,,,,235.5,,,,unknown,medium,low,,,,,,"820,979"
1179,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,ochrocephala,Yellow-crowned parrot,,,,,,,,,,430.0,0.158,56.0,669,captivity,medium,acceptable,,,,,,"669,732"
1180,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,oratrix,Yellow-headed parrot,,,,,,,,,,517.0,,,,unknown,medium,low,,,,,,"820,979"
1181,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,rhodocorytha,Red-browed parrot,,,,,,,,,,,,44.0,669,captivity,medium,acceptable,,,,,,669
1182,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,versicolor,St. Lucia amazon,,,,,,,,,,676.0,,,,unknown,medium,low,,,,,,"820,979"
1183,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,viridigenalis,Red-crowned parrot,,,,,,,,,,316.0,,,,unknown,medium,low,,,,,,"820,979"
1184,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,vittata,Puerto Rican amazon,,,,,,,,,,,,,,unknown,small,low,,,,,,"669,979"
1185,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,glaucus,Glaucous macaw,,,,,,,,,,,,,,unknown,small,low,,,,,,669
1186,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,hyacinthinus,Hyacinth macaw,,,,,,,,,,1330.0,,38.8,669,captivity,tiny,acceptable,,,,,,"669,979"
1187,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,leari,Lear's macaw,,,,,,,,,,940.0,,38.3,669,captivity,small,acceptable,,,,,,"669,820"
1188,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aprosmictus,erythropterus,Red-winged parrot,,,,,,,,,,136.0,,24.4,669,captivity,medium,acceptable,,,,,,"669,820,979"
1189,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,ambiguus,Great green macaw,,,,,,,,,,1300.0,0.11900000000000001,29.0,669,captivity,small,acceptable,,,,,,"669,732,820"
1190,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,ararauna,Blue-and-yellow macaw,,,,,,,,,,1030.0,0.126,43.0,575,captivity,large,acceptable,,,,,,"575,669,732,979"
1191,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,chloropterus,Red-and-green macaw,,,28.0,,2.5,,,,,1220.0,0.11199999999999999,50.1,669,captivity,small,acceptable,,,,,,"669,732,979"
1192,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,glaucogularis,Blue-throated macaw,,,,,,,,,,784.0,,22.0,669,captivity,medium,acceptable,,,,,,"669,820,979"
1193,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,macao,Scarlet macaw,,,,,,,,,,1040.0,0.12,33.0,669,captivity,large,acceptable,,,,,,"575,669,732,979,986"
1194,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Military macaw,,,,,,,,,,1134.0,0.12,46.0,669,captivity,large,acceptable,,,,,,"669,732,820,979"
1195,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,rubrogenys,Red-fronted macaw,,,,,,,,,,470.0,0.13,23.0,669,captivity,medium,acceptable,,,,,,"669,732,979"
1196,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,severus,Chestnut-fronted macaw,,,,,,,,,,343.0,,28.5,669,captivity,small,acceptable,,,,,,"669,820"
1197,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,acuticaudata,Blue-crowned parakeet,,,,,,,,,,171.0,,31.0,669,captivity,medium,acceptable,,,,,,"669,820"
1198,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,auricapillus,Golden-capped parakeet,,,,,,,,,,130.0,,20.9,669,captivity,small,acceptable,,,,,,"669,820"
1199,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,canicularis,Orange-fronted parakeet,,,,,,,,,,85.0,,16.2,669,captivity,small,acceptable,,,,,,"669,820,979"
1200,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,chloroptera,Hispaniolan parakeet,,,,,,,,,,146.0,,,,unknown,medium,low,,,,,,"820,979"
1201,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,erythrogenys,Red-masked parakeet,,,,,,,,,,151.0,,26.2,669,captivity,small,acceptable,,,,,,"669,820"
1202,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,holochlora,Green parakeet,,,,,,,,,,138.0,,21.8,669,captivity,medium,acceptable,,,,,,"669,820"
1203,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Barnardius,zonarius,Port Lincoln ringneck,,,,,,,,,,150.0,,17.9,669,captivity,small,acceptable,,,0.718,137.0,,"435,669,979"
1204,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Bolborhynchus,orbygnesius,Andean parakeet,,,,,,,,,,43.1,,9.2,669,captivity,small,acceptable,,,,,,"669,820"
1205,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,chiriri,Yellow-chevroned parakeet,,,26.0,,5.0,,,,,61.6,,19.0,669,captivity,small,acceptable,,,,,,"445,669"
1206,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,pyrrhoptera,Grey-cheeked parakeet,,,,,,,,,,64.0,,11.3,669,captivity,small,acceptable,,,,,,"669,820"
1207,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,sanctithomae,Tui parakeet,,,,,,,,,,59.0,,13.2,669,captivity,small,acceptable,,,,,,"669,820"
1208,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,tirica,Plain parakeet,,,,,,,,,,63.0,,11.0,669,captivity,small,acceptable,,,,,,669
1209,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,versicolurus,Canary-winged parakeet,730.0,730.0,25.0,,5.0,1.0,,,,71.6,,10.3,669,captivity,small,acceptable,,,,,,"445,669,979"
1210,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,alba,White cockatoo,2000.0,2000.0,30.0,,2.0,,,,,570.0,0.13,26.9,669,captivity,medium,acceptable,,,,,,"669,670,732"
1211,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,ducorpsii,Ducorps's cockatoo,,,,,,,,,,394.0,,30.5,669,captivity,small,acceptable,,,,,,"669,820,979"
1212,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,galerita,Sulphur-crested cockatoo,,,27.0,,2.0,,,,,800.0,,57.0,669,captivity,large,acceptable,,,3.4189999999999996,776.1,,"435,491,669,979"
1213,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,goffiniana,Tanimbar cockatoo,,,,,,,,,,275.0,,26.0,website feedback,captivity,small,questionable,,,,,,"669,820"
1214,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,haematuropygia,Philippine cockatoo,,,,,,,,,,288.0,0.13,17.3,669,captivity,medium,questionable,,,,,,"669,732,820,979"
1215,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,leadbeateri,Pink cockatoo,,,,,,,,,,390.0,,83.0,852,captivity,medium,acceptable,,,,,,"669,852,979"
1216,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,moluccensis,Salmon-crested cockatoo,,,,,,,,,,830.0,,65.8,669,captivity,large,acceptable,,,,,,"491,669,979"
1217,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,ophthalmica,Blue-eyed cockatoo,,,,,,,,,,492.0,,31.9,669,captivity,medium,acceptable,,,,,,"669,820,979"
1218,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,pastinator,Western corella,,,,,,,,,,637.0,,26.3,669,captivity,small,acceptable,,,,,,"669,820"
1219,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,sanguinea,Little corella,,,,,,,,,,350.0,0.165,46.9,669,captivity,medium,acceptable,,,,,,"669,732,979"
1220,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,sulphurea,Yellow-crested cockatoo,,,,,,,,,,340.0,0.138,49.7,669,captivity,medium,acceptable,,,,,,"491,669,732,979"
1221,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,tenuirostris,Long-billed corella,,,,,,,,,,567.0,,43.0,669,captivity,medium,acceptable,,,,,,"669,820"
1222,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Callocephalon,fimbriatum,Gang-gang cockatoo,,,,,,,,,,256.0,,27.5,669,captivity,medium,acceptable,,,,,,"669,820,979"
1223,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,banksii,Banksian cockatoo,,,,,,,,,,723.7,,45.4,669,captivity,medium,acceptable,,,,,,"669,820,979"
1224,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,baudinii,Long-billed black cockatoo,,,,,,,,,,620.0,,47.0,669,captivity,small,acceptable,,,,,,"669,820"
1225,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,funereus,Yellow-tailed black cockatoo,,,,,,,,,,678.5,0.124,41.0,669,captivity,medium,acceptable,,,,,,"669,732,820"
